id	album	filename	target	onedrive	target_size	od_size
3223	"2014 Europe Trip"	P1010835.JPG	/mnt/1tb/wppa-source/album-136/P1010835.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010835.JPG"	229545	3711488
3224	"2014 Europe Trip"	P1010843.JPG	/mnt/1tb/wppa-source/album-136/P1010843.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010843.JPG"	462118	4521472
3225	"2014 Europe Trip"	P1010846.JPG	/mnt/1tb/wppa-source/album-136/P1010846.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010846.JPG"	679087	4068864
3226	"2014 Europe Trip"	P1010847.JPG	/mnt/1tb/wppa-source/album-136/P1010847.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010847.JPG"	720962	4210176
3227	"2014 Europe Trip"	P1010850.JPG	/mnt/1tb/wppa-source/album-136/P1010850.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010850.JPG"	310883	4137472
3228	"2014 Europe Trip"	P1010853.JPG	/mnt/1tb/wppa-source/album-136/P1010853.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010853.JPG"	364754	4205568
3229	"2014 Europe Trip"	P1010855.JPG	/mnt/1tb/wppa-source/album-136/P1010855.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010855.JPG"	426161	4292096
3230	"2014 Europe Trip"	P1010856.JPG	/mnt/1tb/wppa-source/album-136/P1010856.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010856.JPG"	165776	3464192
3231	"2014 Europe Trip"	P1010858.JPG	/mnt/1tb/wppa-source/album-136/P1010858.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010858.JPG"	770838	4187648
3232	"2014 Europe Trip"	P1010868.JPG	/mnt/1tb/wppa-source/album-136/P1010868.JPG	"/mnt/1tb/onedrive/Pictures/Other Photos/1964 - 2015 Original Photos/2014 - Thailand & Europe/P1010868.JPG"	449505	4279808
